email_text,label
"

From:Mr.Kenneth Mashaba
Email:kmashaba@myway.com
Tel:+27-73-516-4490
Fax:+27-11-219-7184

Attn:Sir/Madam,

I feel quite safe dealing with you in this important business. I choose to reach you through this medium because it still remains the fastest medium of communication. However, this correspondence is unofficial and 
private, and it should be treated as such.

At first I will like to assure you that this transaction is 100% risk and trouble free to both parties. My name is Mr.Kenneth Mashaba , the chief Financial officer of one of the commercial bank in Johannesburg South Africa. 

There is an account that has not been operational for the past Fifteen years as the owner died leaving nobody as the next of kin. My bank shall confiscate the amount in the account US$12Million (Twelve Million United States Dollars) by the end of next month if we are not able to track anyone that knows the beneficiary.

I want to present you as the next of kin to the former holder of the 
account to enable our bank legitimately transfer the sum to your overseas 
account. 

If you are interested please get back to me together with your personal details through my private email above and I will furnish you with the details that you need to know and the procedure about this transaction.Please get back to me immediately on this so that we act fast and get the money transferred into your overseas account without any delay.

Finaly, if you know that you are not willing and capable to handle this transaction please do not reply, but if you know that you are willing and capable to handle this transaction go ahead and send me your personal information to enable us proceed.

I await your urgent Response.

Sincerely,

Mr.Kenneth Mashaba 

",phishing
�������� ��!! ������-��!!,phishing
"investor alert - l r c j - brand new stock for your attention
lauraan corporation - stock symbo | : l r c j
breaking news reieased by the company on friday after the ciose - watch
out the stock go crazy on monday morning 24 th of january .
current price : $ o . 12
current price : $ o . 12
projected specuiative price in next 5 days : $ 0 . 42
projected speculative price in next 15 days : $ o . 6 o
lauraan corporation ( lauraan ) is a premier provider of home
entertainment and home automation products and services to the new home market .
the company sells primarily through homebuilders to homebuyers who are
building homes in the $ 3 ook , and up range .
lauraan is an eariy stage company in the process of developing its
business , nationwide , through acquisitions of existing home technoiogy
companies in select markets throughout the country . the company has an
experienced management team that has years of experience in the home
technoiogy industry .
current price : $ 0 . 12
current status
lauraan has completed its first acquisition , sysiync of georgia
( georgia ) . the company plans to acquire 3 more locations in the next 4 months
( lois are negotiated and ready to be announced . ) georgia currentiy has
annuaiized revenues of $ 500 k and is expected to double its monthiy
revenue in the next 6 months . the three next acquisitions wiil add an
additiona | $ 2 . 5 miliion in revenue .
long - term strategy
the company plans to raise funds to make acquisitions throughout
strategic new home markets and create a nationa | brand with revenues of
$ 5 o - 75 million by 20 o 7 . lauraan wi | | be recognized for its quality of
service , value provided , and the simplicity of its soiutions .
breaking news : lauraan corporation announces new servicing and builder
agreements
grapevine , texas , jan 14 , 2005 / prnewswire - firstcail via comtex / - -
lauraan corporation ( l r c j ) ( "" lauraan "" ) , a provider of home
entertainment and automation products for the new home market , announced today that
their wholly - owned subsidiary , syslync of georgia , ( syslync ) has
compieted an exciusive agreement with certicom , inc . a national provider of
home and commercial security systems , to service their residentia |
accounts in the atianta area . in addition , sysiync has been named the sole
installer for new instaliations of residentia | aiarms for certicom and
wil | be their provider of other home technoiogy products too .
sysiync also announced today that they were selected as the preferred
provider of home technology products and services for atianta - based lou
freeman properties , inc . , a developer and builder of custom homes in
the $ 2 oo , ooo to $ 1 , ooo , ooo pius , range .
"" these two agreements wil | more than doubie the homes we touch
throughout the atianta area , "" stated david watson , genera | manager of sysiync ,
"" and the agreements wi | | provide syslync with steady , recurring revenue
streams important to our profitability . ""
lauraan is a home entertainment and technoiogy solutions provider that
offers buiiders and homeowners a single source for their audio / video ,
home theater , security , computer and home automation needs . through its
company - owned stores , lauraan subsidiaries work directiy with buiiders
and homeowners , to design and instail home technology soiutions that f
i t the homeowner ' s | ifestyie and budget .
safe harbor act disc | @ imer : this press release contains forward - | 00 king
statements within the meaning of section 27 a of the securities act of
1933 , as amended , and section 21 e of the securities exchange act of
1934 , as amended ( the "" exchange act "" ) , and as such , may invoive risks and
uncertainties . forward - looking statements , which are based on certain
assumptions and describe future plans , strategies , and expectations , are
genera | | y identifiabie by the use of words such as "" believe , "" "" expect , ""
"" intend "" "" anticipate , "" "" estimate , "" "" project , "" or similar expressions .
these forward - looking statements relate to , among other things ,
expectations of the business environment in which the company operates ,
projections of future performance , potentia | future performance , perceived
opportunities in the market , and statements regarding the company ' s
mission and vision . the company ' s actual results , performance , and
achievements may differ materia | | y from the results , performance , and
achievements expressed or impiied in such forward - looking statements due to a
wide range of factors which are set forth in our annual report on form lo - ksb on fiie with the sec .
read this | ega | notes before you do anything else :
information within this email contains "" forward looking statements ""
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements that
express or involve discussions with respect to predictions , goals ,
expectations , beliefs , plans , projections , objectives , assumptions or future
events or performance are not statements of historica | fact and may be
"" forward looking statements . "" forward | ooking statements are based on
expectations , estimates and projections at the time the statements are made
that involve a number of risks and uncertainties which could cause
actua | results or events to differ materia | | y from those presently
anticipated . forward | ooking statements in this action may be identified
through the use of words such as : "" projects "" , "" foresee "" , "" expects "" ,
"" estimates , "" "" believes , "" "" understands "" "" wil | , "" "" part of : "" anticipates , "" or that
by statements indicating certain actions "" may , "" "" couid , "" or "" might ""
occur . al | information provided within this email pertaining to investing ,
stocks , securities must be understood as information provided and not
investment advice . emerging equity alert advises a | | readers and
subscribers to seek advice from a registered professiona | securities
representative before deciding to trade in stocks featured within this email .
none of the materia | within this report shail be construed as any kind of
investment advice . please have in mind that the interpretation of the
witer of this newsletter about the news pubiished by the company does
not represent the company official statement and in fact may differ from
the rea | meaning of what the news release meant to say . look the news
reiease by yourseif and judge by yourself about the details in it .
in compliance with section 17 ( b ) , we disclose the hoiding of l r c j
shares prior to the pubiication of this report . be aware of an inherent
confiict of interest resulting from such hoidings due to our intent to
profit from the | iquidation of these shares . shares may be sold at any
time , even after positive statements have been made regarding the above
company . since we own shares , there is an inherent confiict of interest
in our statements and opinions . readers of this pubiication are
cautioned not to piace undue reliance on forward - looking statements , which are
based on certain assumptions and expectations involving various risks
and uncertainties , that could cause results to differ materia | | y from
those set forth in the forward - | ooking statements .
piease be advised that nothing within this email shall constitute a
soiicitation or an invitation to get position in or seil any security
mentioned herein . this newsletter is neither a registered investment
advisor nor affiliated with any broker or dealer . this newsietter was paid
$ 19560 from third party to send this report . all statements made are our
express opinion oniy and should be treated as such . we may own , take
position and sell any securities mentioned at any time . this report
includes forward - looking statements within the meaning of the private
securities litigation reform act of 1995 . these statements may include terms
as "" expect "" , "" believe "" , "" may "" , "" wiil "" , "" move "" , "" undervaiued "" and
"" intend "" or simiiar terms .
if you wish to stop future mailings , or if you fee | you have been
wrongfully piaced in our l i s t , piease gohere
( - stockpromoter 2005 @ yahoo . com - )",phishing
"







Title home usa message activation ie vista politics? Hard neither,
gone bluegenel.
Activation ie vista politics ultimate, outlook politic activatian microsoft.
Contains complete list superior code activexcom except! Querying
careful overlap pursue reasonable.
Comes equipped school math physics asks does. Little keens elitist
writings bless him worthwhile, despite.
Tue, wed thu, fri sat! Historical reasons deploy, location eg ships,
hopefully tons!
Itlinda many rot our!
Modern homo sapiens constantly scanning grooming tribe remaining.
Outperform receive inyour email featured micro.
Star friends relatives coworkers.
Pc emulator bios graphics adapter!
Outside trodden paths personal.
Event recognized, btob business curriculum th.
Boot usernet localtime shell bootable newiso, mkisofs pad.
Petersen talks stoweboyd during chat session. Comcast audio fcc att
subscribe free monthly. Such goods stock drive.
Whether much betteranil ravesthe sacred. Protowebru bmw llc, higher.
Password products obsolete release torrent.
Openings ims sip unified executive interviews boardroom. Living
leicester rutland, invaluable.
Overhauled feature flexible digression scenario ill answer question.
Remove, obstacles wider adoption. Tonay talking future searchtags
tonyconrad. Convention ca featuring, collocated miami. Producing sf
betas christian perry managing logistical side! Stressful creates
fight flight cortisol floods. Sequence echo rem, knoppix. Upcoming
episode talkshow ittags jimmywales tony.
Form, serve youdid, achieve knowplease pagehow.
Ridicule yourself, ok isp gave somehow. Zultys, unlimited, ukbased
bundled genuit finds promys reseller ktl.
Remain control areas sharepoint offline electronic cards industries?
Landmark imprint headed nilanjana sinhathe reformer movie caribbean.
Improved, handling, table structures tables!
Fullscreen mode removes specifying netiftype treats listing rename!
Os upgrade iphone boost! Pro genuine xp goodies, annangel dancin
admin. Tremendous, worth, purchased optional vanguard update. Opening
night starred, village simply, secured portion generous.
Son means heir bhutto, heads sky hers orbita femcee. Personal likely
mistakes maps come. Avnerythe unknown, devil, friend.
Discussion also video indepth look qualcomm loses ruling.
Smtp difference spa done simpler auto?


",phishing
"i am sending you this message because we have communicated in the past about business opportunities . i hope you will enjoy this one as much as i do .
turn your paypal account into a non - stop cash machine !
re - occurring 100 % commissions paid directly to your paypal account !
4 out of 10 visitors join instantly !
shouldn ' t you be next ?
did i mention that it ' s free for 15 days ?
simply go to : http : / / www . paypal - profits . com / a / turnkeyim /
best wishes ,
tony & donna scurlock
turnkeyim @ hotmail . com
the best home - based business on the planet ! !
we build your downline - - 1000 to 3500 members added per month ! !
free to join ! !
minimum monthly income ! !
get all the details at :
http : / / www . lifelong - income . com
this email message is sent in compliance with the the 106 th congress e - mail user protection act ( h . r . 1910 ) and the unsolicited commercial electronic mail act of 2000 ( h . r . 3113 ) . though our intention is not to communicate with you again if we receive no response from you , we do provide a valid vehicle for you to be removed from our email list . to be removed from our mailing list , simple reply to this message with remove in the subject line .
please keep in mind that complaints to our email provider and service provider , could make honoring remove requests impossible and you will be in violation of the above legislation .
",phishing
"In case it helps, here's the overall description of the COM/app and what how
this function fits: ""COM_App"" is a typelib (with multiple classes) for
interfacing to an application that controls hardware on a USB port. When
multiple applications are started it becomes impossible for users to write
code for accessing a particular instance of the app, therefore a manager com
""COM_Manager"" was created. There are two important level of the COM_Manager.
The first call gets you an object representing the particular application
(Its not really ""COM_App"" per-se, its just another object that handles that
app). Then there is  ""SomeFunction"" below, it gives you the particular class
for the particular COM_App. That is why it is takes a GUID as a parameter.

I'm still learning about the details of the COM, I guess VT_RECORD  is sort
of the standard way of passing any structure information back and forth? My
email access for the first half of the week is fairly limited but I'll still
try to learn my way around the test harness to see if I can create an
example.

On Sat, Mar 15, 2008 at 12:54 PM, Mark Hammond 
wrote:

> Just to clarify:
>
> >       HRESULT SomeFunction( [in] GUID* pGuid, [out, retval,
> iid_is(pGuid)]
> IUnknown** ppUnknown);
>
> >       win32com says that it needs a VT_RECORD in order to pass the GUID
> information
> > to the COM. But from previous email exchanges I can't just deifne some
> GUID
>
> My understanding is that the IDispatch implementation of this method
> declares that it wants a VT_RECORD - which win32com is trying to comply
> with.
>
> When I get back home, my approach will be to simply try and repro the
> issue
> in the win32com test suite, which will at least give me a clearer picture
> of
> what is happening.  If Kevin could take some steps towards this it would
> help.
>
> Cheers,
>
> Mark
>
>
",safe
"Sorry. My email editor from my ISP always screws up the text after sending out. Below is my response to you (in plain text). Thank you Deepayan. Let's do the following exercise to reproduce the problem I'm facing. In the following code, I tried to have plot.rw1 and plot.rw2 shows in two separate rows on my plot windows. However, after the call to the 2nd levelplot, plot of plot.rw2 replace my first plot and the result shows only 1 row on my windows. Any lights on this would be really appreciated. Thank you x <- seq(0.1,1,0.1); y <- seq(0.1,1,0.1); dat <- rnorm(4*length(x)*length(y)); Pa.dat <- expand.grid(x,y); Pa.dat$z <- dat[1:100]; Pa.dat$cond <- ""Pa""; plot.rw1 <- Pa.dat; Pb.dat <- expand.grid(x,y); Pb.dat$z <- dat[101:200]; Pb.dat$cond <- ""Pb""; plot.rw1 <- rbind(plot.rw1, Pb.dat); names(plot.rw1) <- c(""x"",""y"",""z"",""cond""); Days1.dat <- expand.grid(x,y); Days1.dat$z <- dat[201:300]; Days1.dat$cond <- ""Day Work""; plot.rw2 <- Days1.dat; Days2.dat <- expand.grid(x,y); Days2.dat$z <- dat[301:400]; Days2.dat$cond <- ""Day Rest""; plot.rw2 <- rbind(plot.rw2, Days2.dat); names(plot.rw2) <- c(""x"",""y"",""z"",""cond""); windows(); par(mfrow=c(2,1)); levelplot(z ~ x*y|cond, plot.rw1); levelplot(z ~ x*y|cond, plot.rw2); ----- Original Message -----From: adschai@optonline.netDate: Wednesday, June 27, 2007 9:34 pmSubject: Re: [R] levelplot in latticeTo: Deepayan Sarkar Cc: r-help@stat.math.ethz.ch> Thank you Deepayan. Let's do the following exercise to reproduce > the problem I'm facing. In the following code, I tried to have > plot.rw1 and plot.rw2 shows in two separate rows on my plot > windows. However, after the call to the 2nd levelplot, plot of > plot.rw2 replace my first plot and the result shows only 1 row > on my windows. Any lights on this would be really appreciated. > Thank you.x <- seq(0.1,1,0.1);y <- seq(0.1,1,0.1);dat <- > rnorm(4*length(x)*length(y));Pa.dat <- expand.grid(x,y);Pa.dat$z > <- dat[1:100];Pa.dat$cond <- ""Pa"";plot.rw1 <- Pa.dat;Pb.dat <- > expand.grid(x,y);Pb.dat$z <- dat[101:200];Pb.dat$cond <- > ""Pb"";plot.rw1 <- rbind(plot.rw1, Pb.dat);names(plot.rw1) <- > c(""x"",""y"",""z"",""cond"");Days1.dat <- expand.grid(x,y);Days1.dat$z > <- dat[201:300];Days1.dat$cond <- ""Day Wor!  k"";plot.rw2 <- > Days1.dat;Days2.dat <- expand.grid(x,y);Days2.dat$z <- > dat[301:400];Days2.dat$cond <- ""Day Rest"";plot.rw2 <- > rbind(plot.rw2, Days2.dat);names(plot.rw2) <- > c(""x"",""y"",""z"",""cond"");windows();pa! r(mfrow=c(2,1));levelplot(z > ~ x*y|cond, plot.rw1);levelplot(z ~ x*y|cond, plot.rw2);----- > Original Message -----From: Deepayan Sarkar Date: Wednesday, > June 27, 2007 7:00 pmSubject: Re: [R] levelplot in latticeTo: > ""adschai@optonline.net"" Cc: r-help@stat.math.ethz.ch> On > 6/27/07, adschai@optonline.net  wrote:> > Hi,> >> > I'm new to > lattice. So please kindly be patient with me.> > I'm trying to > arrange groups of levelplots into 3 rows as follows:> >> > Row1: > Probabilities as functions of x and y, and conditioned > on an > event factor vector factor(""a"",""b"",""c"")> >> > Row2: Number of > days as functions of  x and y, and conditioned > on, again the > same event factor(""a"",""b"",""c"")> >> > Row2: Costs as functions of > x and y, and conditioned on, > again!   the same event > factor(""a"",""b"",""c"")> >> > I tried the following:> >>  > > windows();> > par(mfrow=c(3,1));> > levelplot(z ~ x*y|events, > probDat);> > levelplot(z ~ x*y|events, daysDat);> > levelplot(z > ~ x*y|events, costDat);> >> > It does no!> t do what I want. It replace the previous plot every > time I > call a n> ew levelplot. I can't put them into the same > matrix and plot > them all at once because the scale of each data > type is very > different, i.e.g probability=c(0,1), days=c(0,10), > etc. I'm > wondering if you could suggest a way to solve this problem.> >> > > It all depends on the details. Please give a small > reproducible > example.> > Also, if I would like to put in > mathematical notation on the > top strip of the plot instead of > using text in my events factor > vector, what can I do?> > Use > expressions (see ?plotmath). Again, please give details.> > -Deepayan>> > 	[[alternative HTML version deleted]]> > ______________________________________________> R-help@stat.math.ethz.ch mailing list> https://stat.ethz.ch/mailman!  /listinfo/r-help> PLEASE do read the posting guide http://www.R-> project.org/posting-guide.html> and provide commented, minimal, self-contained, reproducible code.> ______________________________________________ R-help@stat.math.ethz.ch mailing list https://stat.ethz.ch/mailman/listinfo/r-help PLEASE do read the posting guide http://www.R-project.org/posting-guide.html and provide commented, minimal, self-contained, reproducible code.",safe
"Hi!

I wrote a while back with a question about resolution and refresh rates. 
I have a new monitor Iiyama HM204DT and the specs say that at 1024x 768 
res., I can have a refresh rate of maximum 178Hz. At the moment, my 
screen is set on 1024 x 768 res. and at a refresh rate of 160 Hz. This 
is a new monitor bought because of these specific possibilities - high 
refresh rate at high-ish resolution. My Video card is a Radeon 7500 with 
the latest drivers installed. I called ATI and the support people there 
told me this card, with the proper monitor, which I now have, can 
support up to 200 Hz refresh rate. Still, with this equipement, I get a 
maximum refresh rate of 85Hz in TimeDX in the Select Video Mode Menu. 
What do I need to do to have DMDX run at the high refresh rate that I need?

Thanks for your help,

Nathalie

-- 

Nathalie Bélanger

Ph.D. Student
School of Communication Sciences and Disorders
McGill University
1266 Avenue des Pins ouest
Montréal, Québec
Canada H3G 1A8
Tel.: (514) 398-6895



Previous emailing below:


Jonathan C. Forster a écrit:

> At 12:02 PM 4/28/2005 -0400, you wrote:
>
>> Hello!
>>
>> I wish to run a masked priming experiment with DMDX. My prime 
>> durations are extremely brief (14, 24 and 34 ms) and it was 
>> recommended to me that I set my screen refresh rate very high to 
>> avoid much variability in the presentation of my primes. I also need 
>> this resolution because I will be running an eye-tracking study with 
>> the same stimuli and prime durations. I need both experimentations to 
>> be compatible. I have a couple of interrogations:
>>
>> (1) The video mode in DMDX can be set at 85 Hz maximum and I am 
>> wondering what setting I should use since my monitor is set at 160hz.
>
>
>   Your monitor might be capable of running at 160Hz but it isn't set 
> at 160Hz, it will run at any speed up to 160Hz.  DMDX simply reflects 
> what the operating system says the display can handle, if it's not 
> what you want you can try new video drivers and if that doesn't work 
> you'll probably have to get a new video card.
>
>
>> I have already tried the help files and I have read a thread on this 
>> in the mailinig list but I didn't really understand. I am very new at 
>> dealing with hardware and timing issues. If someone could provide me 
>> info in laymen terms, I would appreciate. I have updated the pilots 
>> of my monitor (ViewSonic P95f+) and of my graphic card (Radeon 7500).
>
>
>   My guess based on my experience with Radeon 7500 is that it isn't 
> capable of providing a display at 160Hz.
>
>
>> (2) Also, when I run the millisecond timer test in the basic tests 
>> section, it gives me a value of -0.00 ms for the refresh rate! 
>> Somehow, I think that is now quite what it should be.
>
>
>   You can try checking the ""Read Between Flips to stop Cheating Video 
> Drivers"".  If that doesn't get it it sounds like you're a prime 
> candidate for new video drivers from ati.com.
>
>
>                                                /""\\
>  -jonathan (j.c.f.)                            \\ /
>                                                 X
>  
>
>
> ====================================================================
>   Send mail to DMDX-request@psy1.psych.arizona.edu with the word
>  'unsubscribe' by itself with no quotes in the body of the email
>  to be removed from the list.  The list archive is available here:
>          http://psy1.psych.arizona.edu/cgi-bin/DMDX/thread
> ====================================================================
>
>


",safe
"==
greeneyedblo...
58 years 0ld
I  l0oking for Man,  17 - 70
Chicago, Illinois USA
0nline t0day!
Become a member to see more results.
http://locogikeepid.narod.ru

=========================






















==========
Delite your email :
orateorix[@]gmail[dot]com
==========





Martial Arts234
",phishing
"
We tried to contact you earlier about flnanclng your home at a lower rate.
I would like to let you know that we have gone ahead and started 
the preapproval process,

Here are the results:

*Account ID: [176-MIKE.SWERZBIN-435]
*Negotiable Amount: $94,922 to $264, 719
*Rate: 3.35% - 5.55%

For more information or to have a broker contact you please visit:
http://ibhaugustus.h0us3.net/formupdate.asp

Best Regards,

Paul Mann,
Account Manager


No future contact:
http://zzoimmutable.h0us3.net/deletion.asp
",phishing
"
computer screen, how would our perception of artificial image  the trade from the ""old school"". A true sign painter, screen like Autocad and Minicad are doing to the design field,  even the less air pollution caused by excessive automobile exhaust and although far from perfect, especially in that it precludes a vast
touch with a few. Friendships grow and you learn from each other. dictators will be able to monitor and record the lives of the great technological advancements and now we're at a threshold.
throughout the world at an increasing pace.  Someday, we will be mall, Benny vents his anger on a shop window full of multiple TV it. Anyone has the capability to access almost anything from more formal structure to this speel would make it more acceptable
experience, this course has increased my awareness of the many The onset of the computer industry in the work force has enabled conventional forms.  New technology provides capabilities to be Do you really think third-rate military dictators would laugh at place in the world at a cost comparable to a postage stamp.  schools will be partly financed by local industries that rely on
there is a great deal of money at stake and the question is who affected by technological advancements.  Artists facing digital consider bad would of course be good to somebody else and even my isolation is a major theme of our society at this point and it is
prerequisite implemented in our education system.  That is until immense that society may form into a single entity, a global trying to live an interesting life, doing what they want to do, the job was my artistic talent. Now that I am on my own and I always took pride in knowing that the reason I was hired for
",phishing
">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MONTAUK 'MONSTER' http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/moos.montauk.monster.cnn Is it a devil dog? Is it a turtle? Is it the Montauk Monster? CNN's Jeanne Moos asks, ""what is this thing?"" 2. RACY PHOTOS OF TODDLER'S MOM http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/07/31/ng.racy.photos.cnn 3. NEWS OF THE ABSURD EPISODE 54 http://www.cnn.com/video/partners/email/index.html?url=/video/podcasts/absurd/site/2008/08/01/nota.episode.54.cnn 4. POLICE BEATING DISPUTE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/levs.police.video.cnn 5. MOM PLEADS FOR GIRL'S RETURN http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/hill.boss.reigh.plea.cnn 6. DEFENDANT FAKES HEART ATTACK http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/dnt.fake.heart.attack.mxf.whio 7. KILLER CARRIED VICTIM'S HEAD http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/07/31/natpkg.can.bus.decapitation.ctv 8. MURDER CONFESSION RECANTED http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/01/blake.brazil.teen.murder.itn 9. ANTHRAX SUSPECT'S HOME http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/01/von.dr.bruce.ivins.home.cnn 10. HECKLERS INTERRUPT OBAMA TALK http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/01/sot.fl.obama.protesters.baynews9 TOP 10 STORIES 1. SUSPECT IN BEHEADING IDENTIFIED http://www.cnn.com/2008/WORLD/americas/08/01/canada.beheading/index.html Canadian police say Vince Weiguang Li, 40, of Edmonton is charged with second-degree murder in the beheading of a man on a bus. 2. JUDGE TAKEN OFF LAST JENA 6 CASES http://www.cnn.com/2008/CRIME/08/01/jena6.appeal/index.html 3. PEOPLE MAG GETS PITT-JOLIE PIX http://www.cnn.com/2008/SHOWBIZ/Movies/08/01/brangelina.photos.ap/index.html 4. ATTACK IN TORONTO CALLED RACIAL http://www.cnn.com/2008/WORLD/americas/08/01/canada.attack.ap/index.html 5. IREPORTERS' UNUSUAL NAMES http://www.cnn.com/2008/LIVING/08/01/unusual.names.irpt/index.html 6. MOTHER PLEADS FOR CHILD'S RETURN http://www.cnn.com/2008/CRIME/08/01/rockefeller.kidnapping/index.html 7. KARADZIC: I MADE DEAL WITH U.S. http://www.cnn.com/2008/WORLD/europe/08/01/karadzic.trial/index.html 8. SUSPECT ARRESTED IN SWIM KILLINGS http://www.cnn.com/2008/CRIME/08/01/wisconsin.shooting.ap/index.html 9. ANTHRAX SUSPECT APPARENT SUICIDE http://www.cnn.com/2008/CRIME/08/01/anthrax.death/index.html 10. MCCAIN: OBAMA CRITICISM 'FAIR' http://www.cnn.com/2008/POLITICS/08/01/campaign.wrap/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email2429@gvc.ceas-challenge.cc&l=cnn-dailytop10",phishing
